@var: pct = 1.3065E-22*Tgas
@format:idx,R,R,R,P,P,P,rate
@photo_start
782,HNO,H,,NH2,O,,7.470000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.3249915199999993*(log(Tgas)-1)+-0.0003600866599999999*Tgas/2+5.1992287000000005e-06*Tgas**2/6+-5.8109839099999996e-09*Tgas**3/12+1.88962238e-12*Tgas**4/20--13216.627499999999/Tgas+-0.6649789255999998)
783,CH2CN,H2,,H,CH3CN,,3.320000E-12*Tgas**(0.0000)*exp(-(4.277800E+03)/Tgas)*pct**(0)/exp(-0.19121517999999949*(log(Tgas)-1)+0.0133689658354*Tgas/2+-3.8913048744e-05*Tgas**2/6+3.9183596921e-08*Tgas**3/12+-1.3785841140599999e-11*Tgas**4/20--4385.107509999998/Tgas+1.9389860000000008)
784,CH2CN,OH,,CH3CN,O,,7.850000E-16*Tgas**(1.8000)*exp(-(7.228000E+03)/Tgas)*pct**(0)/exp(-0.3695707199999996*(log(Tgas)-1)+0.014160670559999998*Tgas/2+-4.067578903e-05*Tgas**2/6+4.109519348e-08*Tgas**3/12+-1.450606986e-11*Tgas**4/20--3618.495560000002/Tgas+3.5951288030000006)
785,C2H3CN,H,,CN,C2H4,,3.210000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-2.02779486*(log(Tgas)-1)+0.019056876166999998*Tgas/2+-3.957907241e-05*Tgas**2/6+3.5263729308e-08*Tgas**3/12+-1.1702334202999999e-11*Tgas**4/20--10678.845380000002/Tgas+2.0552523999999988)
786,C2H3CN,H,,HCN,C2H3,,4.500000E-14*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.07882195000000003*(log(Tgas)-1)+0.00021653347800000035*Tgas/2+5.046885900000001e-06*Tgas**2/6+-6.9934614e-09*Tgas**3/12+2.665353179999999e-12*Tgas**4/20--2945.941499999997/Tgas+-6.696478770000002)
787,HCN,C4H2,,C2H3CN,C2,,2.200000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-4.981204018000001*(log(Tgas)-1)+0.05388177947*Tgas/2+-0.00013124064393999998*Tgas**2/6+1.2985246021e-07*Tgas**3/12+-4.6039237791e-11*Tgas**4/20--50580.10439999999/Tgas+16.77597814)
788,HC3N,C2H2,,C2H3CN,C2,,2.200000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-5.341368052*(log(Tgas)-1)+0.05310825237*Tgas/2+-0.00012656850294*Tgas**2/6+1.2331063441e-07*Tgas**3/12+-4.3166717761e-11*Tgas**4/20--49692.32449999999/Tgas+18.61219814)
789,HCN,HCO,,CH2CN,O,,2.220000E-12*Tgas**(0.6400)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.6976508200000002*(log(Tgas)-1)+-0.007354823929999999*Tgas/2+1.103691744e-05*Tgas**2/6+-7.069396759999999e-09*Tgas**3/12+1.7130334600000005e-12*Tgas**4/20--40238.699850000005/Tgas+-1.1048874700000022)
790,NH3,O2,,HO2,NH2,,2.750000E-20*Tgas**(1.5500)*exp(-(1.020000E+03)/Tgas)*pct**(0)/exp(-0.25057036000000066*(log(Tgas)-1)+-0.0018894025499999992*Tgas/2+3.1525985700000006e-06*Tgas**2/6+-4.4082933999999666e-10*Tgas**3/12+-7.0941781e-13*Tgas**4/20--29221.825785/Tgas+-1.3130158756)
791,OH,HSO,,HO2,SH,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.1411683299999993*(log(Tgas)-1)+-0.00459046509*Tgas/2+1.683883613e-05*Tgas**2/6+-2.060705686e-08*Tgas**3/12+8.31773934e-12*Tgas**4/20--16622.484355/Tgas+0.04922418300000064)
792,CH3,C3H3,,C2H3,C2H3,,2.500000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-1.7192644100000005*(log(Tgas)-1)+0.034336195556*Tgas/2+-9.784849320000001e-05*Tgas**2/6+1.056103101e-07*Tgas**3/12+-3.9706440600000005e-11*Tgas**4/20--11759.207699999992/Tgas+1.0491933600000003)
793,HC3N,H2,,N,C3H3,,5.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.23874305600000012*(log(Tgas)-1)+0.005777767065399997*Tgas/2+-1.9037592744000006e-05*Tgas**2/6+1.9961861521e-08*Tgas**3/12+-7.164386870599998e-12*Tgas**4/20--55012.34439/Tgas+-6.167609490000002)
794,HC3N,H,,N,C3H2,,1.000000E-11*Tgas**(0.0000)*exp(-(2.000000E+03)/Tgas)*pct**(0)/exp(-2.5944686939999997*(log(Tgas)-1)+0.038773155545*Tgas/2+-0.00010569055140000001*Tgas**2/6+1.122276535e-07*Tgas**3/12+-4.18183896e-11*Tgas**4/20--46210.9019/Tgas+3.7157425899999996)
795,C3H2,H2,,CH2,C2H2,,1.000000E-12*Tgas**(0.0000)*exp(-(3.332000E+03)/Tgas)*pct**(0)/exp(2.158062338*(log(Tgas)-1)+-0.0248897481796*Tgas/2+7.2613968846e-05*Tgas**2/6+-7.9161480779e-08*Tgas**3/12+2.96485529194e-11*Tgas**4/20--14861.15579/Tgas+-10.816830679999999)
796,C3H2,H,,CH2,C2H,,3.010000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.9340074199999995*(log(Tgas)-1)+-0.014913568444999999*Tgas/2+6.543376149e-05*Tgas**2/6+-8.04319671e-08*Tgas**3/12+3.192727234e-11*Tgas**4/20--28973.807199999992/Tgas+0.7494438400000007)
797,C3H2,H,,CH,C2H2,,1.500000E-10*Tgas**(0.0000)*exp(-(-2.520000E+02)/Tgas)*pct**(0)/exp(1.3838098179999996*(log(Tgas)-1)+-0.024026704745000002*Tgas/2+7.674109980000001e-05*Tgas**2/6+-8.61502144e-08*Tgas**3/12+3.273605785e-11*Tgas**4/20--13129.551400000008/Tgas+-7.336060590000001)
798,C3H2,,,C,C2H2,,2.710000E-10*Tgas**(0.0000)*exp(-(1.600000E+01)/Tgas)*pct**(-1)/exp(-0.18067138199999988*(log(Tgas)-1)+-0.023380845425*Tgas/2+7.431733247e-05*Tgas**2/6+-8.225513753e-08*Tgas**3/12+3.106335611e-11*Tgas**4/20--53385.1374/Tgas+-9.33640214)
799,N2H3,H2,,NH3,NH2,,4.000000E-09*Tgas**(0.0000)*exp(-(3.420000E+04)/Tgas)*pct**(0)/exp(-1.7294039399999996*(log(Tgas)-1)+0.0091694093654*Tgas/2+-5.736485984000001e-06*Tgas**2/6+-4.101396229e-09*Tgas**3/12+3.6177559994e-12*Tgas**4/20-10294.78935/Tgas+5.0079919544)
800,C6H6,H,,C6H5,H2,,2.810000E-20*Tgas**(2.6300)*exp(-(2.294000E+03)/Tgas)*pct**(0)/exp(-1.599802928*(log(Tgas)-1)+-0.0286658033654*Tgas/2+0.000104197132144*Tgas**2/6+-1.18942273532e-07*Tgas**3/12+4.54977180806e-11*Tgas**4/20--33470.661980000004/Tgas+4.406391640000001)
801,N2H2,N2H2,,N2H3,N2H,,1.660000E-11*Tgas**(0.0000)*exp(-(2.015000E+03)/Tgas)*pct**(0)/exp(2.14531925*(log(Tgas)-1)+-0.01945640892*Tgas/2+4.117852079999999e-05*Tgas**2/6+-3.400119200000001e-08*Tgas**3/12+1.0462295829999998e-11*Tgas**4/20--8964.723400000003/Tgas+-10.935226030799999)
802,N2H2,CH4,,N2H3,CH3,,1.360000E-18*Tgas**(1.8700)*exp(-(9.150000E+02)/Tgas)*pct**(0)/exp(2.9804828800000003*(log(Tgas)-1)+-0.027955042800000003*Tgas/2+6.0222294899999996e-05*Tgas**2/6+-5.1254530200000004e-08*Tgas**3/12+1.59313389e-11*Tgas**4/20--29663.743700000006/Tgas+-14.0474984104)
803,HO2,HCO,,O2,CH2O,,3.400000E-11*Tgas**(0.0000)*exp(-(1.960000E+04)/Tgas)*pct**(0)/exp(-0.03683530999999984*(log(Tgas)-1)+0.00483519384*Tgas/2+-1.2007984109999993e-05*Tgas**2/6+9.909427889999997e-09*Tgas**3/12+-2.754578140000001e-12*Tgas**4/20-19579.569195/Tgas+2.7645371020000002)
804,CH2CN,H,,CH3,CN,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-2.1391002199999996*(log(Tgas)-1)+0.016190855536999997*Tgas/2+-2.462437271e-05*Tgas**2/6+1.6788613508e-08*Tgas**3/12+-4.455524473000001e-12*Tgas**4/20--13078.290299999997/Tgas+5.175016830000001)
805,H,CS,,C,SH,,2.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.007660409999999729*(log(Tgas)-1)+-0.006022587*Tgas/2+2.4612543269999998e-05*Tgas**2/6+-3.038232193e-08*Tgas**3/12+1.2143142080000001e-11*Tgas**4/20--43430.573099999994/Tgas+-2.44725681)
806,C2H6,SH,,C2H5,H2S,,1.000000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.3860091100000007*(log(Tgas)-1)+0.00319266584*Tgas/2+-9.400648799999997e-06*Tgas**2/6+1.1708930900000009e-08*Tgas**3/12+-4.930170270000001e-12*Tgas**4/20--4905.440570000001/Tgas+-1.2941722200000005)
807,S,NO,,O,NS,,3.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-1.2454953100000008*(log(Tgas)-1)+0.01039003677*Tgas/2+-2.9949373659999996e-05*Tgas**2/6+3.368145077e-08*Tgas**3/12+-1.306385422e-11*Tgas**4/20--19129.56956/Tgas+4.50757602)
808,S,N2,,N,NS,,1.250000E-10*Tgas**(-0.2000)*exp(-(2.000000E+01)/Tgas)*pct**(0)/exp(-1.2648218900000008*(log(Tgas)-1)+0.011626938182*Tgas/2+-3.4853614032999996e-05*Tgas**2/6+3.932924572e-08*Tgas**3/12+-1.51655556e-11*Tgas**4/20--57004.02428000001/Tgas+3.05246105)
809,COS,N,,NO,CS,,1.000000E-11*Tgas**(0.0000)*exp(-(2.500000E+03)/Tgas)*pct**(0)/exp(-3.677856909999999*(log(Tgas)-1)+0.02488661432*Tgas/2+-5.0835346499999995e-05*Tgas**2/6+4.605923157e-08*Tgas**3/12+-1.548299321e-11*Tgas**4/20--4315.417640000007/Tgas+11.04575761)
810,S,CN,,C,NS,,2.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-1.2375059800000003*(log(Tgas)-1)+0.011119121153*Tgas/2+-3.2946834120000005e-05*Tgas**2/6+3.7321172662e-08*Tgas**3/12+-1.4493782787e-11*Tgas**4/20--33586.6876/Tgas+3.72997819)
811,NS,H2,,NH2,S,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(1.6059196900000008*(log(Tgas)-1)+-0.0096180233346*Tgas/2+2.7409369916e-05*Tgas**2/6+-3.1307560629e-08*Tgas**3/12+1.2171607799400001e-11*Tgas**4/20--22380.231390000004/Tgas+-8.447178535599999)
812,CS,N2,,CN,NS,,1.000000E-14*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.9633908800000008*(log(Tgas)-1)+0.004701734019000001*Tgas/2+-1.0300091743e-05*Tgas**2/6+9.813956527999998e-09*Tgas**3/12+-3.3954448630000003e-12*Tgas**4/20--52672.59168000001/Tgas+1.750109169999999)
813,SH,C,,S,CH,,9.990000E-13*Tgas**(0.5000)*exp(-(4.000000E+03)/Tgas)*pct**(0)/exp(0.4318938100000005*(log(Tgas)-1)+-0.0021799545*Tgas/2+3.7685268299999993e-06*Tgas**2/6+-2.600811069999999e-09*Tgas**3/12+5.626308599999999e-13*Tgas**4/20--1821.323900000003/Tgas+-1.5975836)
814,CS,H,,S,CH,,1.400000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.4242334000000003*(log(Tgas)-1)+-0.0082025415*Tgas/2+2.83810701e-05*Tgas**2/6+-3.2983133000000004e-08*Tgas**3/12+1.270577294e-11*Tgas**4/20--45251.897/Tgas+-4.04484041)
815,S,NO,,N,SO,,1.500000E-11*Tgas**(0.0000)*exp(-(3.680000E+03)/Tgas)*pct**(0)/exp(0.4172599799999994*(log(Tgas)-1)+0.00246203986*Tgas/2+-1.4810229400000002e-05*Tgas**2/6+2.0525649730000005e-08*Tgas**3/12+-8.76798795e-12*Tgas**4/20--13272.019119/Tgas+-2.215915599999999)
816,H,NS,,S,NH,,1.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(1.3028768*(log(Tgas)-1)+-0.012062394890000001*Tgas/2+3.583968088e-05*Tgas**2/6+-3.937561362e-08*Tgas**3/12+1.479245241e-11*Tgas**4/20--16779.902199999997/Tgas+-6.573932049999999)
817,N,SH,,S,NH,,9.990000E-13*Tgas**(0.5000)*exp(-(4.000000E+03)/Tgas)*pct**(0)/exp(0.3744622399999997*(log(Tgas)-1)+-0.0018458909*Tgas/2+2.8338257800000015e-06*Tgas**2/6+-1.18740822e-09*Tgas**3/12+-7.436172000000045e-14*Tgas**4/20--2604.584100000002/Tgas+-1.6990489299999996)
818,S,NH3,,SH,NH2,,5.000000E-12*Tgas**(0.0000)*exp(-(5.000000E+02)/Tgas)*pct**(0)/exp(-1.0986412600000008*(log(Tgas)-1)+-0.0021076941799999995*Tgas/2+1.3118827560000001e-05*Tgas**2/6+-1.6330191449999997e-08*Tgas**3/12+6.44917695e-12*Tgas**4/20--11290.613840000002/Tgas+2.7905785944000003)
819,S2,H2,,S,H2S,,1.000000E-12*Tgas**(0.0000)*exp(-(1.500000E+03)/Tgas)*pct**(0)/exp(-0.058061760000000184*(log(Tgas)-1)+0.0021884527053999993*Tgas/2+-3.133897639999997e-07*Tgas**2/6+-5.208000259e-09*Tgas**3/12+3.4072808013999996e-12*Tgas**4/20--15436.820759999999/Tgas+-2.054183420000001)
820,O,CS,,SO,C,,1.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.7266803200000003*(log(Tgas)-1)+-0.00373407992*Tgas/2+6.745832429999999e-06*Tgas**2/6+-5.349917570000001e-09*Tgas**3/12+1.5721942200000002e-12*Tgas**4/20--23397.70455899999/Tgas+-4.295865310000001)
821,S,CO,,SO,C,,2.600000E-10*Tgas**(0.0000)*exp(-(7.600000E+02)/Tgas)*pct**(0)/exp(-0.27604497999999955*(log(Tgas)-1)+0.00681310513*Tgas/2+-2.5571512230000003e-05*Tgas**2/6+3.150544553e-08*Tgas**3/12+-1.274448262e-11*Tgas**4/20--66799.24775899999/Tgas+-1.3255160099999999)
822,O,NS,,SO,N,,2.700000E-12*Tgas**(0.5000)*exp(-(8.250000E+03)/Tgas)*pct**(0)/exp(1.6627552900000002*(log(Tgas)-1)+-0.00792799691*Tgas/2+1.513914426e-05*Tgas**2/6+-1.3155801039999998e-08*Tgas**3/12+4.29586627e-12*Tgas**4/20-5857.550440999999/Tgas+-6.723491619999998)
823,S2,OH,,SO,SH,,1.000000E-13*Tgas**(0.0000)*exp(-(2.300000E+03)/Tgas)*pct**(0)/exp(-0.43391340000000067*(log(Tgas)-1)+0.0016775971899999995*Tgas/2+-2.0982598999999971e-07*Tgas**2/6+-3.5737420400000005e-09*Tgas**3/12+2.4444775720000004e-12*Tgas**4/20-2380.1102010000004/Tgas+1.311883223)
824,S,CS,,S2,C,,1.050000E-12*Tgas**(0.5000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.6168982499999998*(log(Tgas)-1)+-0.0029993296399999994*Tgas/2+3.5844752899999992e-06*Tgas**2/6+-8.215381499999999e-10*Tgas**3/12+-5.116771620000001e-13*Tgas**4/20--34927.92569999999/Tgas+-3.7190724699999995)
825,NS,S,,S2,N,,9.990000E-13*Tgas**(0.5000)*exp(-(4.000000E+03)/Tgas)*pct**(0)/exp(1.5529732200000006*(log(Tgas)-1)+-0.0071932466300000004*Tgas/2+1.1977787120000001e-05*Tgas**2/6+-8.627421619999997e-09*Tgas**3/12+2.2119948879999997e-12*Tgas**4/20--5672.670699999999/Tgas+-6.146698779999998)
826,HS2,S2,,S4,H,,1.000000E-11*Tgas**(0.0000)*exp(-(2.000000E+03)/Tgas)*pct**(0)/exp(1.7193570599999997*(log(Tgas)-1)+-0.02341138326*Tgas/2+5.314183888e-05*Tgas**2/6+-5.102399548999999e-08*Tgas**3/12+1.8037644911999997e-11*Tgas**4/20--14325.240899999997/Tgas+4.194255339999998)
827,HS2,S2,S4,S8,H,,1.000000E-11*Tgas**(0.0000)*exp(-(8.100000E+03)/Tgas)*pct**(1)/exp(0.83026555*(log(Tgas)-1)+-0.043802406860000004*Tgas/2+0.00012046903208*Tgas**2/6+-1.3612368829e-07*Tgas**3/12+5.3316197012e-11*Tgas**4/20-6847.529760000003/Tgas+31.62128987)
828,SO,CO,,SO2,C,,6.910000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.9690816200000008*(log(Tgas)-1)+-0.004893574719999999*Tgas/2+3.46035848e-06*Tgas**2/6+1.0861936300000002e-09*Tgas**3/12+-1.3260109600000002e-12*Tgas**4/20--63321.881341/Tgas+-2.6265223500000006)
829,H2S,NH2,,SH,NH3,,1.000000E-11*Tgas**(0.0000)*exp(-(7.500000E+03)/Tgas)*pct**(0)/exp(0.16680443*(log(Tgas)-1)+-0.0014833731400000004*Tgas/2+6.6141873399999995e-06*Tgas**2/6+-8.979551250000002e-09*Tgas**3/12+3.8791964e-12*Tgas**4/20-8308.064310000002/Tgas+0.7679537456)
830,H2S,CS,,SH,HCS,,1.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.37517406*(log(Tgas)-1)+-0.007728400067*Tgas/2+2.0805204200000003e-05*Tgas**2/6+-2.0823841200000004e-08*Tgas**3/12+7.34672897e-12*Tgas**4/20--19926.58113/Tgas+-2.4433453300000005)
831,CS,H2,,H2S,C,,2.100000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.5588364899999996*(log(Tgas)-1)+-0.0008108769346000001*Tgas/2+3.2710855259999997e-06*Tgas**2/6+-6.0295384090000015e-09*Tgas**3/12+2.8956036394000003e-12*Tgas**4/20--50364.746459999995/Tgas+-5.773255890000001)
832,S2,H2O,,HS2,OH,,1.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.12078164999999963*(log(Tgas)-1)+-0.0031873390900000005*Tgas/2+5.898822650000001e-06*Tgas**2/6+-4.814068209999999e-09*Tgas**3/12+1.5500190320000001e-12*Tgas**4/20--30630.54716/Tgas+-2.5263079430000013)
833,CO,S2,,CS,SO,,1.000000E-12*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.8929432299999998*(log(Tgas)-1)+0.00981243477*Tgas/2+-2.915598752e-05*Tgas**2/6+3.232698368e-08*Tgas**3/12+-1.2232805458e-11*Tgas**4/20--31871.322059/Tgas+2.393556459999999)
834,COS,S,,CS,SO,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-3.2605969299999997*(log(Tgas)-1)+0.02734865418*Tgas/2+-6.56455759e-05*Tgas**2/6+6.658488130000001e-08*Tgas**3/12+-2.425098116e-11*Tgas**4/20--17587.436759/Tgas+8.82984201)
835,CS2,CO,,CS,COS,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.24860408000000023*(log(Tgas)-1)+0.003465330590000002*Tgas/2+-1.4965808300000002e-05*Tgas**2/6+1.9030060160000002e-08*Tgas**3/12+-7.822414519999999e-12*Tgas**4/20--15846.947299999998/Tgas+-2.7384564800000004)
836,CS2,H,,SH,CS,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-2.74360828*(log(Tgas)-1)+0.01797829264*Tgas/2+-3.0427328699999997e-05*Tgas**2/6+2.3727174e-08*Tgas**3/12+-7.1857709799999996e-12*Tgas**4/20--10065.709400000003/Tgas+4.969644730000001)
837,HS2,CS,,CS2,SH,,1.000000E-12*Tgas**(0.0000)*exp(-(1.480000E+04)/Tgas)*pct**(0)/exp(0.8375063200000001*(log(Tgas)-1)+-0.01591545088*Tgas/2+4.6115515799999996e-05*Tgas**2/6+-5.137691921e-08*Tgas**3/12+1.980941505e-11*Tgas**4/20-15134.2347/Tgas+2.128076339999999)
838,CO,HS2,,COS,SH,,1.000000E-11*Tgas**(0.0000)*exp(-(2.320000E+03)/Tgas)*pct**(0)/exp(1.0861104*(log(Tgas)-1)+-0.012450120289999998*Tgas/2+3.11497075e-05*Tgas**2/6+-3.234685905000001e-08*Tgas**3/12+1.1987000530000001e-11*Tgas**4/20--712.7125999999971/Tgas+-0.6103801400000002)
839,HCS,H,,CH2,S,,1.400000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.25681496000000026*(log(Tgas)-1)+-0.006548894933*Tgas/2+2.479019269e-05*Tgas**2/6+-2.95233417e-08*Tgas**3/12+1.151907748e-11*Tgas**4/20--20122.746899999995/Tgas+-1.7562660899999993)
840,H2,CS,,HCS,H,,1.500000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.9416709600000002*(log(Tgas)-1)+-0.0025166900016*Tgas/2+-5.362535439999986e-07*Tgas**2/6+3.5289423209999993e-09*Tgas**3/12+-1.9008094706e-12*Tgas**4/20--26860.754489999992/Tgas+-5.7693444099999995)
841,CS,CH4,,HCS,CH3,,1.000000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(1.4306758999999998*(log(Tgas)-1)+-0.018430076466999998*Tgas/2+4.36439829e-05*Tgas**2/6+-3.93854979e-08*Tgas**3/12+1.2672449e-11*Tgas**4/20--27008.819900000002/Tgas+-8.26403233)
842,NS,H,,SH,N,,1.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(0.9284145600000002*(log(Tgas)-1)+-0.01021650399*Tgas/2+3.3005855100000004e-05*Tgas**2/6+-3.81882054e-08*Tgas**3/12+1.486681413e-11*Tgas**4/20--14175.318099999993/Tgas+-4.874883120000001)
843,NO,SH,,NS,OH,,1.000000E-13*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-0.7017998399999996*(log(Tgas)-1)+0.0079776893*Tgas/2+-2.657819053e-05*Tgas**2/6+3.272681339e-08*Tgas**3/12+-1.342446041e-11*Tgas**4/20--9979.45862/Tgas+2.618899957)
844,SH,S3,,H,S4,,5.000000E-11*Tgas**(0.0000)*exp(-(5.000000E+02)/Tgas)*pct**(0)/exp(2.2376854899999996*(log(Tgas)-1)+-0.015150776560000002*Tgas/2+2.24367418e-05*Tgas**2/6+-1.4421033899999993e-08*Tgas**3/12+3.4618135099999982e-12*Tgas**4/20--8225.945999999996/Tgas+-1.439737410000001)
845,SO2,H,,SH,O2,,2.490000E-19*Tgas**(2.1230)*exp(-(5.546000E+03)/Tgas)*pct**(0)/exp(-1.2923176099999996*(log(Tgas)-1)+0.0020336669899999995*Tgas/2+1.148513638e-05*Tgas**2/6+-2.092612841e-08*Tgas**3/12+9.59494423e-12*Tgas**4/20--26311.55144/Tgas+1.8464893800000006)
846,C4H3,H,,CH,C3H3,,3.260000E-10*Tgas**(0.0000)*exp(-(-6.100000E+01)/Tgas)*pct**(0)/exp(1.03877467*(log(Tgas)-1)+-0.006015566699999999*Tgas/2+1.9996558600000002e-05*Tgas**2/6+-2.2491087500000006e-08*Tgas**3/12+8.448651070000002e-12*Tgas**4/20--27586.216800000013/Tgas+-7.1903384500000005)
847,C4H5,H,,C2H,C2H5,,1.200000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(-1.3544762900000005*(log(Tgas)-1)+0.00460543595*Tgas/2+7.6522767e-06*Tgas**2/6+-1.88696297e-08*Tgas**3/12+9.232630600000002e-12*Tgas**4/20--12634.729000000003/Tgas+1.586199909999998)
848,CH3S,H2,,CH3SH,H,,2.290000E-16*Tgas**(1.7300)*exp(-(4.960000E+02)/Tgas)*pct**(0)/exp(-0.2199013299999999*(log(Tgas)-1)+0.007895925585399999*Tgas/2+-2.4411748584e-05*Tgas**2/6+2.6407698403000003e-08*Tgas**3/12+-9.8630189736e-12*Tgas**4/20--9270.18436/Tgas+0.3433404599999994)
849,CH4,SH,,CH3SH,H,,1.180000E-17*Tgas**(1.9800)*exp(-(8.321000E+03)/Tgas)*pct**(0)/exp(2.54658138*(log(Tgas)-1)+-0.01422441324*Tgas/2+1.6864564099999998e-05*Tgas**2/6+-5.671280099999997e-09*Tgas**3/12+-5.952599700000006e-13*Tgas**4/20--15936.119070000002/Tgas+-9.26380747)
850,CH3S,OH,,CH3SH,O,,6.980000E-17*Tgas**(1.8180)*exp(-(4.030000E+01)/Tgas)*pct**(0)/exp(-0.39825687*(log(Tgas)-1)+0.00868763031*Tgas/2+-2.617448887e-05*Tgas**2/6+2.8319294961999996e-08*Tgas**3/12+-1.0583247693000001e-11*Tgas**4/20--8503.57241/Tgas+1.9994832629999995)
851,CH3S,H2O,,CH3SH,OH,,2.130000E-17*Tgas**(1.7700)*exp(-(-8.500000E+02)/Tgas)*pct**(0)/exp(-1.0153230499999992*(log(Tgas)-1)+0.008174042869999999*Tgas/2+-2.224436397e-05*Tgas**2/6+2.4461627942e-08*Tgas**3/12+-9.425010023000001e-12*Tgas**4/20--16412.835929999997/Tgas+3.4104046669999994)
852,CH3S,H2S,,CH3SH,SH,,1.990000E-10*Tgas**(0.0000)*exp(-(2.979000E+03)/Tgas)*pct**(0)/exp(-0.7863982300000005*(log(Tgas)-1)+0.0026842155199999994*Tgas/2+-3.0702908400000016e-06*Tgas**2/6+2.054914882e-09*Tgas**3/12+-6.154805330000002e-13*Tgas**4/20--2336.010999999999/Tgas+3.669339539999999)
853,COS,CH3,,CO,CH3S,,1.100000E-16*Tgas**(1.5700)*exp(-(3.359000E+03)/Tgas)*pct**(0)/exp(-0.7147345899999995*(log(Tgas)-1)+0.008306009689999998*Tgas/2+-1.836544416e-05*Tgas**2/6+1.5532575557999998e-08*Tgas**3/12+-4.668855927e-12*Tgas**4/20--736.631400000002/Tgas+0.5956412000000006)
854,CS,CH3,,C,CH3S,,3.000000E-10*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(2.26981736*(log(Tgas)-1)+-0.01222953936*Tgas/2+2.170861951e-05*Tgas**2/6+-1.9546860212e-08*Tgas**3/12+6.837642613000001e-12*Tgas**4/20--49948.4424/Tgas+-9.55971682)
855,CH3,SO2,,O2,CH3S,,1.570000E+02*Tgas**(-3.8000)*exp(-(6.190000E+03)/Tgas)*pct**(0)/exp(0.98516016*(log(Tgas)-1)+-0.00417328537*Tgas/2+8.58121262e-06*Tgas**2/6+-1.0090666692000001e-08*Tgas**3/12+4.289444763e-12*Tgas**4/20--32829.42074/Tgas+-5.265970629999998)
856,HCO,CH2,,O,C2H3,,2.500000E-11*Tgas**(0.0000)*exp(-(0.000000E+00)/Tgas)*pct**(0)/exp(1.42308104*(log(Tgas)-1)+0.000966713148*Tgas/2+-1.842863545e-05*Tgas**2/6+2.651417594e-08*Tgas**3/12+-1.124542657e-11*Tgas**4/20--13852.419650000003/Tgas+-4.9057062400000016)
